BATTER,Dismissal,R,B,M,4s,6s,SR,URL,Match
Ahmed Shehzad ,c Thirimanne b Senanayake,4,9,12,0,0,44.44,/cricketers/ahmed-shehzad-259410,pakistan vs sri-lanka
Mohammad Hafeez (c),lbw b Mendis,32,27,41,2,1,118.51,/cricketers/mohammad-hafeez-41434,pakistan vs sri-lanka
Umar Akmal †,run out (Mendis),5,3,9,1,0,166.66,/cricketers/umar-akmal-317273,pakistan vs sri-lanka
Sohaib Maqsood ,lbw b Malinga,13,9,29,1,1,144.44,/cricketers/sohaib-maqsood-43266,pakistan vs sri-lanka
Umar Amin ,c Chandimal b Malinga,8,9,12,1,0,88.88,/cricketers/umar-amin-288211,pakistan vs sri-lanka
Shahid Afridi ,not out ,39,20,30,2,3,195,/cricketers/shahid-afridi-42639,pakistan vs sri-lanka
Mohammad Shahzad †,c †Umar Akmal b Sohail Tanvir,2,4,-,0,0,50,/cricketers/mohammad-shahzad-419873,afghanistan vs pakistan
Nawroz Mangal ,c Sohaib Maqsood b Zulfiqar Babar,1,10,-,0,0,10,/cricketers/nawroz-mangal-318334,afghanistan vs pakistan
Asghar Afghan , b Bilawal Bhatti,15,20,-,0,2,75,/cricketers/asghar-afghan-320652,afghanistan vs pakistan
Najibullah Zadran , b Junaid Khan,38,30,-,3,2,126.66,/cricketers/najibullah-zadran-524049,afghanistan vs pakistan
Mohammad Nabi (c), b Shahid Afridi,15,10,-,2,0,150,/cricketers/mohammad-nabi-25913,afghanistan vs pakistan
Samiullah Shinwari ,c Ahmed Shehzad b Junaid Khan,16,10,-,1,1,160,/cricketers/samiullah-shinwari-318339,afghanistan vs pakistan
Mirwais Ashraf ,not out ,28,22,-,2,1,127.27,/cricketers/mirwais-ashraf-387420,afghanistan vs pakistan
Gulbadin Naib , b Sohail Tanvir,3,9,-,0,0,33.33,/cricketers/gulbadin-naib-352048,afghanistan vs pakistan
Ahmed Shehzad ,c Gulbadin Naib b Samiullah Shinwari,35,37,-,6,0,94.59,/cricketers/ahmed-shehzad-259410,afghanistan vs pakistan
Sharjeel Khan ,c Samiullah Shinwari b Mohammad Nabi,18,16,-,2,1,112.5,/cricketers/sharjeel-khan-227762,afghanistan vs pakistan
Mohammad Hafeez (c),not out ,42,37,-,2,1,113.51,/cricketers/mohammad-hafeez-41434,afghanistan vs pakistan
Umar Akmal †, b Dawlat Zadran,28,23,-,0,2,121.73,/cricketers/umar-akmal-317273,afghanistan vs pakistan
William Porterfield (c), b Amir Hamza,27,14,26,4,1,192.85,/cricketers/william-porterfield-24611,afghanistan vs ireland
Paul Stirling ,c Mohammad Nabi b Amir Hamza,76,43,64,8,4,176.74,/cricketers/paul-stirling-303427,afghanistan vs ireland
Kevin O'Brien ,c Dawlat Zadran b Karim Sadiq,20,12,15,2,1,166.66,/cricketers/kevin-o-brien-24605,afghanistan vs ireland
Trent Johnston , b Shapoor Zadran,62,32,44,5,4,193.75,/cricketers/trent-johnston-6038,afghanistan vs ireland
Gary Wilson †, b Dawlat Zadran,2,3,7,0,0,66.66,/cricketers/gary-wilson-24609,afghanistan vs ireland
John Mooney ,c †Mohammad Shahzad b Shapoor Zadran,12,6,14,2,0,200,/cricketers/john-mooney-24237,afghanistan vs ireland
Max Sorensen ,not out ,6,6,9,1,0,100,/cricketers/max-sorensen-531953,afghanistan vs ireland
Mohammad Shahzad †,c Shannon b Dockrell,38,18,23,8,1,211.11,/cricketers/mohammad-shahzad-419873,afghanistan vs ireland
Nawroz Mangal , b Dockrell,14,10,15,3,0,140,/cricketers/nawroz-mangal-318334,afghanistan vs ireland
Mirwais Ashraf ,c Stirling b Sorensen,22,17,30,2,1,129.41,/cricketers/mirwais-ashraf-387420,afghanistan vs ireland
Mohammad Nabi (c),c Stirling b Cusack,6,6,6,1,0,100,/cricketers/mohammad-nabi-25913,afghanistan vs ireland
Karim Sadiq ,c Johnston b Cusack,0,1,1,0,0,0,/cricketers/karim-sadiq-319758,afghanistan vs ireland
Gulbadin Naib ,c Mooney b Johnston,43,19,24,3,4,226.31,/cricketers/gulbadin-naib-352048,afghanistan vs ireland
Samiullah Shinwari ,c Stirling b Johnston,5,7,12,0,0,71.42,/cricketers/samiullah-shinwari-318339,afghanistan vs ireland
Najibullah Zadran ,c Mooney b Johnston,4,6,19,0,0,66.66,/cricketers/najibullah-zadran-524049,afghanistan vs ireland
Dawlat Zadran , b Murtagh,8,4,4,0,1,200,/cricketers/dawlat-zadran-516561,afghanistan vs ireland
Richie Berrington , b Gruijters,0,2,1,0,0,0,/cricketers/richie-berrington-25490,netherlands vs scotland
Calum MacLeod , b Mudassar Bukhari,0,1,6,0,0,0,/cricketers/calum-macleod-232435,netherlands vs scotland
Matt Machan ,c Gruijters b Ahsan Malik,61,53,70,7,0,115.09,/cricketers/matt-machan-297488,netherlands vs scotland
Michael Leask ,c Cooper b Swart,58,46,55,2,5,126.08,/cricketers/michael-leask-414966,netherlands vs scotland
Rob Taylor ,not out ,7,8,20,0,0,87.5,/cricketers/rob-taylor-353431,netherlands vs scotland
Kyle Coetzer (c),c Gruijters b Mudassar Bukhari,7,6,6,1,0,116.66,/cricketers/kyle-coetzer-25446,netherlands vs scotland
Stephan Myburgh , b Carter,0,4,1,0,0,0,/cricketers/stephan-myburgh-233712,netherlands vs scotland
Ben Cooper ,st †Cross b Haq,40,28,37,5,0,142.85,/cricketers/ben-cooper-470699,netherlands vs scotland
Nehemiah Odhiambo ,c Raza-ur-Rehman b Rizwan Cheema,15,14,24,3,0,107.14,/cricketers/nehemiah-odhiambo-238612,canada vs kenya
Steve Tikolo ,st †Bagai b Raza-ur-Rehman,40,23,27,8,0,173.91,/cricketers/steve-tikolo-24728,canada vs kenya
Duncan Allan ,c Rizwan Cheema b Baidwan,18,22,22,2,0,81.81,/cricketers/duncan-allan-472153,canada vs kenya
Collins Obuya (c),c †Bagai b Gordon,40,36,47,0,3,111.11,/cricketers/collins-obuya-24752,canada vs kenya
Rakep Patel , b Raza-ur-Rehman,11,11,9,0,1,100,/cricketers/rakep-patel-267455,canada vs kenya
Ragheb Aga ,c Rizwan Cheema b Hansra,3,5,6,0,0,60,/cricketers/ragheb-aga-24716,canada vs kenya
Morris Ouma ,not out ,9,7,16,1,0,128.57,/cricketers/morris-ouma-24750,canada vs kenya
Ruvindu Gunasekera ,c Ngoche b Aga,15,7,8,2,1,214.28,/cricketers/ruvindu-gunasekera-307075,canada vs kenya
Rizwan Cheema , b Aga,0,3,11,0,0,0,/cricketers/rizwan-cheema-361952,canada vs kenya
Usman Limbada ,run out (Ngoche),16,19,25,1,0,84.21,/cricketers/usman-limbada-414249,canada vs kenya
Ashish Bagai (c)†,run out (Gondaria),48,46,69,5,0,104.34,/cricketers/ashish-bagai-23797,canada vs kenya
Jimmy Hansra ,c Obuya b Tikolo,2,4,5,0,0,50,/cricketers/jimmy-hansra-418615,canada vs kenya
Raza-ur-Rehman ,c †Karim b Obuya,10,6,10,2,0,166.66,/cricketers/raza-ur-rehman-259413,canada vs kenya
Hamza Tariq ,c Patel b Allan,22,16,14,0,2,137.5,/cricketers/hamza-tariq-414397,canada vs kenya
Junaid Siddiqui ,c Ngoche b Tikolo,5,8,9,0,0,62.5,/cricketers/junaid-siddiqui-494847,canada vs kenya
Harvir Baidwan ,c Obuya b Tikolo,0,2,3,0,0,0,/cricketers/harvir-baidwan-355583,canada vs kenya
Mohammad Shahzad †,c Aga b Odhiambo,1,3,4,0,0,33.33,/cricketers/mohammad-shahzad-419873,afghanistan vs kenya
Karim Sadiq ,c Obuya b Ngoche,30,21,27,5,0,142.85,/cricketers/karim-sadiq-319758,afghanistan vs kenya
Noor Ali Zadran ,lbw b Obuya,50,48,81,4,1,104.16,/cricketers/noor-ali-zadran-318340,afghanistan vs kenya
Nawroz Mangal ,c Varaiya b Odoyo,7,7,7,0,1,100,/cricketers/nawroz-mangal-318334,afghanistan vs kenya
Mohammad Nabi (c),c Obanda b Aga,6,9,9,0,0,66.66,/cricketers/mohammad-nabi-25913,afghanistan vs kenya
Samiullah Shinwari ,run out (Patel),2,2,5,0,0,100,/cricketers/samiullah-shinwari-318339,afghanistan vs kenya
Najibullah Zadran ,c Allan b Obuya,33,25,39,1,1,132,/cricketers/najibullah-zadran-524049,afghanistan vs kenya
Shafiqullah ,c Varaiya b Allan,8,5,8,0,1,160,/cricketers/shafiqullah-362603,afghanistan vs kenya
Steve Tikolo , b Amir Hamza,25,16,16,5,0,156.25,/cricketers/steve-tikolo-24728,afghanistan vs kenya
Nehemiah Odhiambo ,st †Mohammad Shahzad b Samiullah Shinwari,7,4,10,0,1,175,/cricketers/nehemiah-odhiambo-238612,afghanistan vs kenya
Alex Obanda ,c Mohammad Nabi b Samiullah Shinwari,0,1,1,0,0,0,/cricketers/alex-obanda-291844,afghanistan vs kenya
Duncan Allan ,lbw b Samiullah Shinwari,1,4,8,0,0,25,/cricketers/duncan-allan-472153,afghanistan vs kenya
Collins Obuya (c),st †Mohammad Shahzad b Samiullah Shinwari,12,26,27,0,0,46.15,/cricketers/collins-obuya-24752,afghanistan vs kenya
Rakep Patel ,c Najibullah Zadran b Shapoor Zadran,52,38,47,2,3,136.84,/cricketers/rakep-patel-267455,afghanistan vs kenya
Irfan Karim †,c Mirwais Ashraf b Samiullah Shinwari,3,6,9,0,0,50,/cricketers/irfan-karim-348016,afghanistan vs kenya
Thomas Odoyo , b Mirwais Ashraf,7,5,7,0,1,140,/cricketers/thomas-odoyo-24705,afghanistan vs kenya
Ragheb Aga ,c Karim Sadiq b Shapoor Zadran,2,4,4,0,0,50,/cricketers/ragheb-aga-24716,afghanistan vs kenya
Stephan Myburgh ,c Patel b Odhiambo,0,2,1,0,0,0,/cricketers/stephan-myburgh-233712,kenya vs netherlands
Michael Swart ,lbw b Odoyo,44,37,50,4,0,118.91,/cricketers/michael-swart-308794,kenya vs netherlands
Wesley Barresi †,c Odhiambo b Aga,28,25,34,2,0,112,/cricketers/wesley-barresi-44407,kenya vs netherlands
Peter Borren (c),st †Ouma b Tikolo,6,7,10,0,0,85.71,/cricketers/peter-borren-36592,kenya vs netherlands
Ben Cooper ,lbw b Tikolo,0,2,1,0,0,0,/cricketers/ben-cooper-470699,kenya vs netherlands
Mudassar Bukhari ,c Varaiya b Odoyo,10,12,12,1,0,83.33,/cricketers/mudassar-bukhari-245166,kenya vs netherlands
Eric Szwarczynski ,not out ,14,20,27,0,0,70,/cricketers/eric-szwarczynski-214696,kenya vs netherlands
Steve Tikolo ,c †Barresi b Mudassar Bukhari,0,4,2,0,0,0,/cricketers/steve-tikolo-24728,kenya vs netherlands
Alex Obanda , b Swart,2,9,14,0,0,22.22,/cricketers/alex-obanda-291844,kenya vs netherlands
Nehemiah Odhiambo , b Mudassar Bukhari,0,1,1,0,0,0,/cricketers/nehemiah-odhiambo-238612,kenya vs netherlands
Collins Obuya (c),c †Barresi b Mudassar Bukhari,1,5,6,0,0,20,/cricketers/collins-obuya-24752,kenya vs netherlands
Morris Ouma †,c Ahsan Malik b Swart,2,8,10,0,0,25,/cricketers/morris-ouma-24750,kenya vs netherlands
Thomas Odoyo ,c Gruijters b van Meekeren,3,11,10,0,0,27.27,/cricketers/thomas-odoyo-24705,kenya vs netherlands
Rakep Patel ,lbw b Ahsan Malik,16,19,35,0,0,84.21,/cricketers/rakep-patel-267455,kenya vs netherlands
Ragheb Aga ,c †Barresi b Rippon,4,7,11,0,0,57.14,/cricketers/ragheb-aga-24716,kenya vs netherlands
Shem Ngoche ,c †Barresi b Borren,38,28,27,2,2,135.71,/cricketers/shem-ngoche-308515,kenya vs netherlands
Nasir Jamshed ,st †de Kock b Phangiso,19,19,33,3,0,100,/cricketers/nasir-jamshed-42321,south-africa vs pakistan
Ahmed Shehzad ,c Amla b Parnell,9,11,17,0,1,81.81,/cricketers/ahmed-shehzad-259410,south-africa vs pakistan
Mohammad Hafeez (c),c de Villiers b Steyn,63,41,53,5,3,153.65,/cricketers/mohammad-hafeez-41434,south-africa vs pakistan
Umar Akmal †,c Duminy b Steyn,64,37,55,5,4,172.97,/cricketers/umar-akmal-317273,south-africa vs pakistan
Hashim Amla ,c Bilawal Bhatti b Saeed Ajmal,48,40,67,5,0,120,/cricketers/hashim-amla-43906,south-africa vs pakistan
Quinton de Kock †,c Nasir Jamshed b Shahid Afridi,26,24,30,4,0,108.33,/cricketers/quinton-de-kock-379143,south-africa vs pakistan
Faf du Plessis (c),c Mohammad Hafeez b Shahid Afridi,6,10,9,0,0,60,/cricketers/faf-du-plessis-44828,south-africa vs pakistan
AB de Villiers , b Shahid Afridi,13,8,7,2,0,162.5,/cricketers/ab-de-villiers-44936,south-africa vs pakistan
Richie Berrington ,c Cooper b Ahsan Malik,38,31,38,4,1,122.58,/cricketers/richie-berrington-25490,netherlands vs scotland
Calum MacLeod ,c †Barresi b Mudassar Bukhari,3,6,13,0,0,50,/cricketers/calum-macleod-232435,netherlands vs scotland
Matt Machan ,not out ,67,46,76,6,1,145.65,/cricketers/matt-machan-297488,netherlands vs scotland
Michael Leask , b Borren,4,6,5,0,0,66.66,/cricketers/michael-leask-414966,netherlands vs scotland
Stephan Myburgh , b Carter,18,10,11,3,0,180,/cricketers/stephan-myburgh-233712,netherlands vs scotland
Michael Swart ,c Taylor b Haq,22,28,43,1,0,78.57,/cricketers/michael-swart-308794,netherlands vs scotland
Wesley Barresi †,not out ,70,49,79,6,1,142.85,/cricketers/wesley-barresi-44407,netherlands vs scotland
Eric Szwarczynski ,st †Cross b Haq,7,7,9,0,0,100,/cricketers/eric-szwarczynski-214696,netherlands vs scotland
Ben Cooper ,lbw b Taylor,1,2,4,0,0,50,/cricketers/ben-cooper-470699,netherlands vs scotland
Peter Borren (c),c Goudie b Sharif,12,9,12,1,0,133.33,/cricketers/peter-borren-36592,netherlands vs scotland
Hamish Rutherford ,c †Sangakkara b Kulasekara,3,4,5,0,0,75,/cricketers/hamish-rutherford-331375,sri-lanka vs new-zealand
Anton Devcich ,c Kulasekara b Mendis,30,23,36,4,1,130.43,/cricketers/anton-devcich-36948,sri-lanka vs new-zealand
Neil Broom ,c Mendis b Mathews,6,6,7,0,0,100,/cricketers/neil-broom-36581,sri-lanka vs new-zealand
Tom Latham ,c Dilshan b Rambukwella,20,24,34,1,0,83.33,/cricketers/tom-latham-388802,sri-lanka vs new-zealand
Colin Munro ,c Kulasekara b NLTC Perera,17,19,27,2,0,89.47,/cricketers/colin-munro-232359,sri-lanka vs new-zealand
Luke Ronchi †,not out ,34,25,48,3,1,136,/cricketers/luke-ronchi-7502,sri-lanka vs new-zealand
Nathan McCullum ,run out (Dilshan/†Sangakkara),26,16,26,3,0,162.5,/cricketers/nathan-mccullum-37749,sri-lanka vs new-zealand
Mahela Jayawardene ,lbw b McClenaghan,3,4,5,0,0,75,/cricketers/mahela-jayawardene-49289,sri-lanka vs new-zealand
Tillakaratne Dilshan ,not out ,59,49,77,8,0,120.4,/cricketers/tillakaratne-dilshan-48472,sri-lanka vs new-zealand
Quinton de Kock †,c Sohail Tanvir b Mohammad Hafeez,43,33,45,8,0,130.3,/cricketers/quinton-de-kock-379143,south-africa vs pakistan
Hashim Amla , b Mohammad Hafeez,31,20,37,6,0,155,/cricketers/hashim-amla-43906,south-africa vs pakistan
Faf du Plessis (c),c Sohaib Maqsood b Junaid Khan,22,22,40,1,0,100,/cricketers/faf-du-plessis-44828,south-africa vs pakistan
Henry Davids , b Shahid Afridi,3,5,5,0,0,60,/cricketers/henry-davids-44752,south-africa vs pakistan
Jean-Paul Duminy ,c Mohammad Hafeez b Bilawal Bhatti,11,16,21,1,0,68.75,/cricketers/jean-paul-duminy-44932,south-africa vs pakistan
David Miller ,not out ,19,11,46,2,1,172.72,/cricketers/david-miller-321777,south-africa vs pakistan
Wayne Parnell ,run out (Sohail Tanvir/Bilawal Bhatti),6,6,11,0,0,100,/cricketers/wayne-parnell-265564,south-africa vs pakistan
Ahmed Shehzad , b Tsotsobe,9,9,11,2,0,100,/cricketers/ahmed-shehzad-259410,south-africa vs pakistan
Nasir Jamshed ,c & b Duminy,18,25,41,3,0,72,/cricketers/nasir-jamshed-42321,south-africa vs pakistan
Steve Tikolo ,c Carter b Goudie,20,11,17,2,2,181.81,/cricketers/steve-tikolo-24728,kenya vs scotland
Alex Obanda ,c Taylor b Sharif,25,17,24,5,0,147.05,/cricketers/alex-obanda-291844,kenya vs scotland
Nehemiah Odhiambo ,lbw b Haq,26,14,16,3,1,185.71,/cricketers/nehemiah-odhiambo-238612,kenya vs scotland
Collins Obuya (c),run out (MacLeod),36,33,60,2,0,109.09,/cricketers/collins-obuya-24752,kenya vs scotland
Morris Ouma †,c Coetzer b Wardlaw,5,4,4,1,0,125,/cricketers/morris-ouma-24750,kenya vs scotland
Thomas Odoyo ,lbw b Wardlaw,0,1,1,0,0,0,/cricketers/thomas-odoyo-24705,kenya vs scotland
Rakep Patel ,c Taylor b Haq,12,15,20,1,0,80,/cricketers/rakep-patel-267455,kenya vs scotland
Richie Berrington ,c Ngoche b Odhiambo,19,12,13,2,1,158.33,/cricketers/richie-berrington-25490,kenya vs scotland
Calum MacLeod ,run out (Patel/Varaiya),1,9,29,0,0,11.11,/cricketers/calum-macleod-232435,kenya vs scotland
Matt Machan ,c & b Ngoche,13,6,9,3,0,216.66,/cricketers/matt-machan-297488,kenya vs scotland
Kyle Coetzer (c), b Varaiya,15,5,8,2,1,300,/cricketers/kyle-coetzer-25446,kenya vs scotland
Rob Taylor ,c Patel b Odoyo,17,13,21,0,2,130.76,/cricketers/rob-taylor-353431,kenya vs scotland
David Murphy †,c Patel b Tikolo,20,21,26,0,0,95.23,/cricketers/david-murphy-297524,kenya vs scotland
Gordon Goudie ,c Odoyo b Tikolo,1,3,5,0,0,33.33,/cricketers/gordon-goudie-25476,kenya vs scotland
Safyaan Sharif ,c Aga b Tikolo,0,2,3,0,0,0,/cricketers/safyaan-sharif-414970,kenya vs scotland
Majid Haq ,not out ,0,0,8,0,0,-,/cricketers/majid-haq-25451,kenya vs scotland
Mohammad Shahzad †,c Taylor b Wardlaw,42,22,29,6,2,190.9,/cricketers/mohammad-shahzad-419873,afghanistan vs scotland
Nawroz Mangal ,c Coetzer b Goudie,20,10,22,0,3,200,/cricketers/nawroz-mangal-318334,afghanistan vs scotland
Noor Ali Zadran , b Haq,9,12,23,0,0,75,/cricketers/noor-ali-zadran-318340,afghanistan vs scotland
Mohammad Nabi (c),c Machan b Goudie,46,29,40,3,4,158.62,/cricketers/mohammad-nabi-25913,afghanistan vs scotland
Samiullah Shinwari ,not out ,31,29,42,2,0,106.89,/cricketers/samiullah-shinwari-318339,afghanistan vs scotland
Richie Berrington ,c Noor Ali Zadran b Samiullah Shinwari,19,14,7,3,0,135.71,/cricketers/richie-berrington-25490,afghanistan vs scotland
Calum MacLeod ,c †Mohammad Shahzad b Dawlat Zadran,56,47,41,3,2,119.14,/cricketers/calum-macleod-232435,afghanistan vs scotland
Matt Machan ,lbw b Shapoor Zadran,54,39,66,4,2,138.46,/cricketers/matt-machan-297488,afghanistan vs scotland
Kyle Coetzer (c),c Dawlat Zadran b Shapoor Zadran,5,9,17,0,0,55.55,/cricketers/kyle-coetzer-25446,afghanistan vs scotland
Rob Taylor ,run out (sub [Shafiqullah]),6,6,12,1,0,100,/cricketers/rob-taylor-353431,afghanistan vs scotland
Safyaan Sharif ,not out ,0,0,5,0,0,-,/cricketers/safyaan-sharif-414970,afghanistan vs scotland
William Porterfield (c),c Rizwan Cheema b Junaid Siddiqui,5,12,14,1,0,41.66,/cricketers/william-porterfield-24611,canada vs ireland
Paul Stirling ,lbw b Baidwan,16,12,21,4,0,133.33,/cricketers/paul-stirling-303427,canada vs ireland
Niall O'Brien ,st †Bagai b Hansra,27,24,38,3,0,112.5,/cricketers/niall-o-brien-24289,canada vs ireland
Kevin O'Brien ,c †Bagai b Hansra,31,23,26,2,1,134.78,/cricketers/kevin-o-brien-24605,canada vs ireland
Trent Johnston ,not out ,39,24,40,3,2,162.5,/cricketers/trent-johnston-6038,canada vs ireland
Hiral Patel ,lbw b Sorensen,0,1,-,0,0,0,/cricketers/hiral-patel-414248,canada vs ireland
Ruvindu Gunasekera ,c NJ O'Brien b Cusack,65,52,67,7,1,125,/cricketers/ruvindu-gunasekera-307075,canada vs ireland
Rizwan Cheema ,c †Wilson b Sorensen,0,1,-,0,0,0,/cricketers/rizwan-cheema-361952,canada vs ireland
Quinton de Kock †,c sub (Umar Amin) b Saeed Ajmal,30,19,26,6,0,157.89,/cricketers/quinton-de-kock-379143,pakistan vs south-africa
Hashim Amla ,c Shoaib Malik b Saeed Ajmal,48,41,60,3,2,117.07,/cricketers/hashim-amla-43906,pakistan vs south-africa
Faf du Plessis (c),not out ,58,48,56,1,3,120.83,/cricketers/faf-du-plessis-44828,pakistan vs south-africa
AB de Villiers ,c Nasir Jamshed b Sohail Tanvir,5,6,10,1,0,83.33,/cricketers/ab-de-villiers-44936,pakistan vs south-africa
Nasir Jamshed ,c Amla b Davids,19,20,32,3,0,95,/cricketers/nasir-jamshed-42321,pakistan vs south-africa
Ahmed Shehzad ,c McLaren b Parnell,21,14,24,3,0,150,/cricketers/ahmed-shehzad-259410,pakistan vs south-africa
Mohammad Hafeez (c),lbw b Parnell,0,1,1,0,0,0,/cricketers/mohammad-hafeez-41434,pakistan vs south-africa
Shoaib Malik , b Imran Tahir,15,18,27,1,0,83.33,/cricketers/shoaib-malik-42657,pakistan vs south-africa
Sohaib Maqsood ,c †de Kock b Parnell,37,26,42,2,1,142.3,/cricketers/sohaib-maqsood-43266,pakistan vs south-africa
Umar Akmal †,c Imran Tahir b McLaren,11,12,14,1,0,91.66,/cricketers/umar-akmal-317273,pakistan vs south-africa
Abdul Razzaq , b Imran Tahir,0,1,1,0,0,0,/cricketers/abdul-razzaq-39836,pakistan vs south-africa
Shahid Afridi ,c du Plessis b Steyn,14,10,21,0,1,140,/cricketers/shahid-afridi-42639,pakistan vs south-africa
Sohail Tanvir , b Steyn,6,5,6,1,0,120,/cricketers/sohail-tanvir-43265,pakistan vs south-africa
Mohammad Shahzad †,c Rippon b Borren,20,25,48,3,0,80,/cricketers/mohammad-shahzad-419873,afghanistan vs netherlands
Nawroz Mangal ,c †Barresi b van Meekeren,8,5,7,1,0,160,/cricketers/nawroz-mangal-318334,afghanistan vs netherlands
Karim Sadiq ,c Cooper b Mudassar Bukhari,1,5,5,0,0,20,/cricketers/karim-sadiq-319758,afghanistan vs netherlands
Samiullah Shinwari ,c Seelaar b van Meekeren,1,8,6,0,0,12.5,/cricketers/samiullah-shinwari-318339,afghanistan vs netherlands
Shafiqullah ,c Szwarczynski b Seelaar,9,19,20,0,0,47.36,/cricketers/shafiqullah-362603,afghanistan vs netherlands
Mohammad Nabi (c),c Szwarczynski b Seelaar,6,7,16,1,0,85.71,/cricketers/mohammad-nabi-25913,afghanistan vs netherlands
Najibullah Zadran , b Mudassar Bukhari,19,27,29,1,0,70.37,/cricketers/najibullah-zadran-524049,afghanistan vs netherlands
Gulbadin Naib ,c van Meekeren b Ahsan Malik,9,14,29,0,0,64.28,/cricketers/gulbadin-naib-352048,afghanistan vs netherlands
Hamid Hassan ,not out ,3,4,16,0,0,75,/cricketers/hamid-hassan-311427,afghanistan vs netherlands
Wesley Barresi †, b Shapoor Zadran,0,1,1,0,0,0,/cricketers/wesley-barresi-44407,afghanistan vs netherlands
Stephan Myburgh ,c Najibullah Zadran b Mohammad Nabi,21,28,38,1,1,75,/cricketers/stephan-myburgh-233712,afghanistan vs netherlands
Eric Szwarczynski , b Mohammad Nabi,24,24,27,4,0,100,/cricketers/eric-szwarczynski-214696,afghanistan vs netherlands
