BOWLER,O,M,R,W,Econ,WD,NB,URL,Match
Pieter Seelaar,3,0,19,1,6.33,0,0,/cricketers/pieter-seelaar-208657,netherlands vs scotland
Ryan ten Doeschate,1,0,4,1,4,0,0,/cricketers/ryan-ten-doeschate-47660,netherlands vs scotland
Alasdair Evans,4,0,19,0,4.75,3,0,/cricketers/alasdair-evans-399259,netherlands vs scotland
Safyaan Sharif,4,0,28,1,7,1,0,/cricketers/safyaan-sharif-414970,netherlands vs scotland
Mark Watt,4,0,35,1,8.75,0,0,/cricketers/mark-watt-659081,netherlands vs scotland
Ruaidhri Smith,3.5,0,36,0,9.39,1,0,/cricketers/ruaidhri-smith-458897,netherlands vs scotland
Michael Leask,4,0,31,1,7.75,0,0,/cricketers/michael-leask-414966,netherlands vs scotland
Bhuvneshwar Kumar,4,0,37,1,9.25,1,0,/cricketers/bhuvneshwar-kumar-326016,new-zealand vs india
Khaleel Ahmed,4,0,47,1,11.75,0,0,/cricketers/khaleel-ahmed-942645,new-zealand vs india
Hardik Pandya,4,0,44,0,11,0,0,/cricketers/hardik-pandya-625371,new-zealand vs india
Krunal Pandya,4,0,54,0,13.5,2,0,/cricketers/krunal-pandya-471342,new-zealand vs india
Kuldeep Yadav,4,0,26,2,6.5,0,0,/cricketers/kuldeep-yadav-559235,new-zealand vs india
Mitchell Santner,3,0,32,2,10.66,2,0,/cricketers/mitchell-santner-502714,new-zealand vs india
Tim Southee,4,0,47,0,11.75,2,0,/cricketers/tim-southee-232364,new-zealand vs india
Scott Kuggeleijn,4,0,37,1,9.25,0,0,/cricketers/scott-kuggeleijn-539548,new-zealand vs india
Blair Tickner,4,0,34,1,8.5,2,0,/cricketers/blair-tickner-854909,new-zealand vs india
Ish Sodhi,2,0,30,0,15,1,0,/cricketers/ish-sodhi-559066,new-zealand vs india
Daryl Mitchell,3,0,27,2,9,0,0,/cricketers/daryl-mitchell-381743,new-zealand vs india
Bhuvneshwar Kumar,4,0,29,1,7.25,3,0,/cricketers/bhuvneshwar-kumar-326016,new-zealand vs india
Khaleel Ahmed,4,0,27,2,6.75,0,0,/cricketers/khaleel-ahmed-942645,new-zealand vs india
Hardik Pandya,4,0,36,1,9,4,0,/cricketers/hardik-pandya-625371,new-zealand vs india
Krunal Pandya,4,0,28,3,7,0,0,/cricketers/krunal-pandya-471342,new-zealand vs india
Yuzvendra Chahal,4,0,37,0,9.25,1,0,/cricketers/yuzvendra-chahal-430246,new-zealand vs india
Tim Southee,4,0,34,0,8.5,1,0,/cricketers/tim-southee-232364,new-zealand vs india
Scott Kuggeleijn,3.5,0,32,0,8.34,1,0,/cricketers/scott-kuggeleijn-539548,new-zealand vs india
Lockie Ferguson,4,0,31,1,7.75,1,0,/cricketers/lockie-ferguson-493773,new-zealand vs india
Mitchell Santner,2,0,16,0,8,0,0,/cricketers/mitchell-santner-502714,new-zealand vs india
Ish Sodhi,4,0,31,1,7.75,2,0,/cricketers/ish-sodhi-559066,new-zealand vs india
Daryl Mitchell,1,0,15,1,15,0,0,/cricketers/daryl-mitchell-381743,new-zealand vs india
Beuran Hendricks,4,0,14,4,3.5,0,0,/cricketers/beuran-hendricks-379927,south-africa vs pakistan
Junior Dala,2,0,27,0,13.5,1,0,/cricketers/junior-dala-545467,south-africa vs pakistan
Chris Morris,4,0,27,2,6.75,0,0,/cricketers/chris-morris-439952,south-africa vs pakistan
Lutho Sipamla,2,0,25,1,12.5,1,0,/cricketers/lutho-sipamla-698143,south-africa vs pakistan
Andile Phehlukwayo,4,0,41,1,10.25,5,0,/cricketers/andile-phehlukwayo-540316,south-africa vs pakistan
Tabraiz Shamsi,4,0,30,0,7.5,0,0,/cricketers/tabraiz-shamsi-379145,south-africa vs pakistan
Imad Wasim,4,0,19,1,4.75,2,0,/cricketers/imad-wasim-227758,south-africa vs pakistan
Shaheen Shah Afridi,4,0,23,1,5.75,0,0,/cricketers/shaheen-shah-afridi-1072470,south-africa vs pakistan
Mohammad Amir,4,0,27,3,6.75,2,0,/cricketers/mohammad-amir-290948,south-africa vs pakistan
Shadab Khan,4,0,34,2,8.5,0,0,/cricketers/shadab-khan-922943,south-africa vs pakistan
Faheem Ashraf,4,0,38,2,9.5,1,0,/cricketers/faheem-ashraf-681117,south-africa vs pakistan
Bhuvneshwar Kumar,4,0,47,1,11.75,2,0,/cricketers/bhuvneshwar-kumar-326016,new-zealand vs india
Khaleel Ahmed,4,0,48,1,12,0,0,/cricketers/khaleel-ahmed-942645,new-zealand vs india
Krunal Pandya,4,0,37,1,9.25,0,0,/cricketers/krunal-pandya-471342,new-zealand vs india
Hardik Pandya,4,0,51,2,12.75,3,0,/cricketers/hardik-pandya-625371,new-zealand vs india
Yuzvendra Chahal,4,0,35,1,8.75,0,0,/cricketers/yuzvendra-chahal-430246,new-zealand vs india
Tim Southee,4,0,17,3,4.25,0,0,/cricketers/tim-southee-232364,new-zealand vs india
Scott Kuggeleijn,2,0,34,0,17,0,0,/cricketers/scott-kuggeleijn-539548,new-zealand vs india
Lockie Ferguson,4,0,22,2,5.5,0,0,/cricketers/lockie-ferguson-493773,new-zealand vs india
Mitchell Santner,4,0,24,2,6,0,0,/cricketers/mitchell-santner-502714,new-zealand vs india
Daryl Mitchell,2.2,0,13,1,5.57,0,1,/cricketers/daryl-mitchell-381743,new-zealand vs india
Ish Sodhi,3,0,26,2,8.66,3,0,/cricketers/ish-sodhi-559066,new-zealand vs india
Imad Wasim,4,1,9,1,2.25,0,0,/cricketers/imad-wasim-227758,south-africa vs pakistan
Shaheen Shah Afridi,4,0,27,1,6.75,5,0,/cricketers/shaheen-shah-afridi-1072470,south-africa vs pakistan
Usman Shinwari,4,0,63,0,15.75,0,1,/cricketers/usman-shinwari-697279,south-africa vs pakistan
Hasan Ali,4,0,48,0,12,1,0,/cricketers/hasan-ali-681305,south-africa vs pakistan
Shadab Khan,3,0,25,0,8.33,0,0,/cricketers/shadab-khan-922943,south-africa vs pakistan
Fakhar Zaman,1,0,12,0,12,0,0,/cricketers/fakhar-zaman-512191,south-africa vs pakistan
Beuran Hendricks,3,0,30,2,10,1,1,/cricketers/beuran-hendricks-379927,south-africa vs pakistan
Chris Morris,3,0,36,2,12,1,0,/cricketers/chris-morris-439952,south-africa vs pakistan
Lutho Sipamla,4,0,23,0,5.75,1,0,/cricketers/lutho-sipamla-698143,south-africa vs pakistan
Junior Dala,2,0,25,0,12.5,1,0,/cricketers/junior-dala-545467,south-africa vs pakistan
Tabraiz Shamsi,4,0,31,0,7.75,0,0,/cricketers/tabraiz-shamsi-379145,south-africa vs pakistan
Andile Phehlukwayo,4,0,36,3,9,1,0,/cricketers/andile-phehlukwayo-540316,south-africa vs pakistan
Mohammad Naveed,2,1,6,2,3,0,0,/cricketers/mohammad-naveed-533862,united-arab-emirates vs nepal
Amir Hayat,2,0,16,2,8,0,0,/cricketers/amir-hayat-1126253,united-arab-emirates vs nepal
Zahoor Khan,2,0,23,1,11.5,0,0,/cricketers/zahoor-khan-384525,united-arab-emirates vs nepal
Sultan Ahmed,2,0,26,1,13,1,0,/cricketers/sultan-ahmed-873769,united-arab-emirates vs nepal
Mohammad Boota,1,0,13,1,13,0,0,/cricketers/mohammad-boota-1125867,united-arab-emirates vs nepal
Imran Haider,1,0,18,0,18,0,0,/cricketers/imran-haider-943275,united-arab-emirates vs nepal
Sandeep Lamichhane,2,0,23,1,11.5,1,0,/cricketers/sandeep-lamichhane-960361,united-arab-emirates vs nepal
Sompal Kami,2,0,21,1,10.5,1,0,/cricketers/sompal-kami-701215,united-arab-emirates vs nepal
Karan KC,2,0,13,2,6.5,0,0,/cricketers/karan-kc-800675,united-arab-emirates vs nepal
Abinash Bohara,2,0,16,2,8,0,0,/cricketers/abinash-bohara-1058508,united-arab-emirates vs nepal
Lalit Rajbanshi,2,0,16,2,8,0,0,/cricketers/lalit-rajbanshi-913853,united-arab-emirates vs nepal
Shoaib Malik,1,0,12,0,12,0,0,/cricketers/shoaib-malik-42657,south-africa vs pakistan
Imad Wasim,4,0,23,1,5.75,0,0,/cricketers/imad-wasim-227758,south-africa vs pakistan
Hasan Ali,4,0,34,1,8.5,0,1,/cricketers/hasan-ali-681305,south-africa vs pakistan
Faheem Ashraf,3,0,36,1,12,0,0,/cricketers/faheem-ashraf-681117,south-africa vs pakistan
Shadab Khan,3,0,38,0,12.66,0,0,/cricketers/shadab-khan-922943,south-africa vs pakistan
Usman Shinwari,4,0,31,3,7.75,0,0,/cricketers/usman-shinwari-697279,south-africa vs pakistan
Hussain Talat,1,0,14,0,14,1,0,/cricketers/hussain-talat-628240,south-africa vs pakistan
Beuran Hendricks,4,0,40,2,10,3,0,/cricketers/beuran-hendricks-379927,south-africa vs pakistan
Junior Dala,4,0,44,0,11,2,0,/cricketers/junior-dala-545467,south-africa vs pakistan
Chris Morris,4,0,39,2,9.75,1,0,/cricketers/chris-morris-439952,south-africa vs pakistan
Andile Phehlukwayo,4,0,27,1,6.75,0,0,/cricketers/andile-phehlukwayo-540316,south-africa vs pakistan
Tabraiz Shamsi,4,0,33,2,8.25,0,0,/cricketers/tabraiz-shamsi-379145,south-africa vs pakistan
Sompal Kami,4,0,15,2,3.75,1,0,/cricketers/sompal-kami-701215,united-arab-emirates vs nepal
Karan KC,3.2,0,22,2,6.6,0,0,/cricketers/karan-kc-800675,united-arab-emirates vs nepal
Sandeep Lamichhane,4,0,19,2,4.75,0,0,/cricketers/sandeep-lamichhane-960361,united-arab-emirates vs nepal
Abinash Bohara,4,0,20,3,5,1,0,/cricketers/abinash-bohara-1058508,united-arab-emirates vs nepal
Lalit Rajbanshi,3,0,17,0,5.66,0,0,/cricketers/lalit-rajbanshi-913853,united-arab-emirates vs nepal
Pawan Sarraf,1,0,8,0,8,0,0,/cricketers/pawan-sarraf-1072485,united-arab-emirates vs nepal
Mohammad Naveed,4,0,18,1,4.5,0,0,/cricketers/mohammad-naveed-533862,united-arab-emirates vs nepal
Amir Hayat,4,0,27,1,6.75,0,1,/cricketers/amir-hayat-1126253,united-arab-emirates vs nepal
Sultan Ahmed,4,0,9,2,2.25,0,0,/cricketers/sultan-ahmed-873769,united-arab-emirates vs nepal
Imran Haider,4,0,25,1,6.25,0,0,/cricketers/imran-haider-943275,united-arab-emirates vs nepal
Zahoor Khan,3.3,0,23,1,6.57,0,0,/cricketers/zahoor-khan-384525,united-arab-emirates vs nepal
Sompal Kami,3,0,16,1,5.33,0,0,/cricketers/sompal-kami-701215,united-arab-emirates vs nepal
Sandeep Lamichhane,4,0,25,2,6.25,1,0,/cricketers/sandeep-lamichhane-960361,united-arab-emirates vs nepal
Karan KC,4,0,43,0,10.75,1,0,/cricketers/karan-kc-800675,united-arab-emirates vs nepal
Basant Regmi,4,0,23,2,5.75,1,0,/cricketers/basant-regmi-25955,united-arab-emirates vs nepal
Paras Khadka,1,0,10,0,10,0,0,/cricketers/paras-khadka-25967,united-arab-emirates vs nepal
Abinash Bohara,4,0,36,1,9,1,0,/cricketers/abinash-bohara-1058508,united-arab-emirates vs nepal
Mohammad Naveed,4,0,19,2,4.75,0,0,/cricketers/mohammad-naveed-533862,united-arab-emirates vs nepal
Amir Hayat,4,0,34,1,8.5,1,0,/cricketers/amir-hayat-1126253,united-arab-emirates vs nepal
Sultan Ahmed,4,0,26,2,6.5,1,0,/cricketers/sultan-ahmed-873769,united-arab-emirates vs nepal
Zahoor Khan,4,0,17,2,4.25,1,0,/cricketers/zahoor-khan-384525,united-arab-emirates vs nepal
Imran Haider,4,0,34,0,8.5,1,0,/cricketers/imran-haider-943275,united-arab-emirates vs nepal
Ibrarul Haq,4,0,20,0,5,1,0,/cricketers/ibrarul-haq-749499,qatar vs saudi
Mohammad Adnan,4,0,33,1,8.25,1,0,/cricketers/mohammad-adnan-522767,qatar vs saudi
Usman Ali,4,0,20,0,5,0,0,/cricketers/usman-ali-1143517,qatar vs saudi
Shoaib Ali,2,0,19,1,9.5,0,0,/cricketers/shoaib-ali-436997,qatar vs saudi
Abdul Wahid,4,0,23,1,5.75,1,0,/cricketers/abdul-wahid-1172281,qatar vs saudi
Muhammad Nadeem,2,0,33,2,16.5,0,0,/cricketers/muhammad-nadeem-1172139,qatar vs saudi
Awais Malik,2,0,31,1,15.5,2,0,/cricketers/awais-malik-1058212,qatar vs saudi
Nouman Sarwar,2,0,18,0,9,0,0,/cricketers/nouman-sarwar-1058211,qatar vs saudi
Tamoor Sajjad,4,0,47,1,11.75,1,0,/cricketers/tamoor-sajjad-307619,qatar vs saudi
Iqbal Hussain,3.3,0,45,0,12.85,1,1,/cricketers/iqbal-hussain-307617,qatar vs saudi
Mohammed Nadeem,4,0,21,0,5.25,0,0,/cricketers/mohammed-nadeem-1058213,qatar vs saudi
Ibrarul Haq,4,0,18,2,4.5,3,0,/cricketers/ibrarul-haq-749499,kuwait vs saudi
Mohammad Adnan,4,0,27,1,6.75,6,0,/cricketers/mohammad-adnan-522767,kuwait vs saudi
Abdul Wahid,4,0,30,1,7.5,3,0,/cricketers/abdul-wahid-1172281,kuwait vs saudi
Usman Ali,4,0,35,1,8.75,0,0,/cricketers/usman-ali-1143517,kuwait vs saudi
Shoaib Ali,4,0,25,2,6.25,0,0,/cricketers/shoaib-ali-436997,kuwait vs saudi
Imran Ali,4,0,58,0,14.5,0,0,/cricketers/imran-ali-40611,kuwait vs saudi
Fiaz Ahmad,1,0,13,1,13,0,0,/cricketers/fiaz-ahmad-747909,kuwait vs saudi
Muhammad Kashif,1.1,0,22,2,18.85,0,0,/cricketers/muhammad-kashif-1093661,kuwait vs saudi
Arjun Makesh,1,0,20,0,20,0,0,/cricketers/arjun-makesh-1143539,kuwait vs saudi
Jandu Hamoud,1,0,12,0,12,1,0,/cricketers/jandu-hamoud-796265,kuwait vs saudi
Mohammed Asghar,1,0,11,0,11,0,0,/cricketers/mohammed-asghar-542880,kuwait vs saudi
Imran Anwar,4,0,47,1,11.75,0,0,/cricketers/imran-anwar-1143529,bahrain vs qatar
Anasim Khan,3,0,40,0,13.33,0,0,/cricketers/anasim-khan-554063,bahrain vs qatar
Tahir Dar,3,0,33,0,11,0,0,/cricketers/tahir-dar-362524,bahrain vs qatar
Babar Ali,4,0,33,2,8.25,0,0,/cricketers/babar-ali-39962,bahrain vs qatar
Zeeshan Abbas,4,0,20,0,5,0,0,/cricketers/zeeshan-abbas-1143535,bahrain vs qatar
Muhammad Rafique,2,0,31,1,15.5,1,0,/cricketers/muhammad-rafique-1172351,bahrain vs qatar
Awais Malik,3,0,25,1,8.33,0,0,/cricketers/awais-malik-1058212,bahrain vs qatar
Kamran Khan,2.1,0,26,0,12,1,1,/cricketers/kamran-khan-319750,bahrain vs qatar
Nouman Sarwar,0.5,0,8,0,9.6,0,0,/cricketers/nouman-sarwar-1058211,bahrain vs qatar
Tamoor Sajjad,3.2,0,23,2,6.9,0,0,/cricketers/tamoor-sajjad-307619,bahrain vs qatar
Inam-ul-Haq,3,0,23,2,7.66,0,0,/cricketers/inam-ul-haq-40630,bahrain vs qatar
Mohammed Nadeem,3,0,28,2,9.33,2,0,/cricketers/mohammed-nadeem-1058213,bahrain vs qatar
Iqbal Hussain,3,0,23,3,7.66,0,0,/cricketers/iqbal-hussain-307617,bahrain vs qatar
Tamoor Sajjad,4,0,28,3,7,0,0,/cricketers/tamoor-sajjad-307619,maldives vs qatar
Awais Malik,4,0,19,3,4.75,1,0,/cricketers/awais-malik-1058212,maldives vs qatar
Iqbal Hussain,1,0,19,0,19,0,0,/cricketers/iqbal-hussain-307617,maldives vs qatar
Nouman Sarwar,3,0,21,0,7,1,0,/cricketers/nouman-sarwar-1058211,maldives vs qatar
Mohammed Nadeem,4,0,16,0,4,0,0,/cricketers/mohammed-nadeem-1058213,maldives vs qatar
Inam-ul-Haq,4,0,26,1,6.5,0,0,/cricketers/inam-ul-haq-40630,maldives vs qatar
Ibrahim Hassan,3,1,25,1,8.33,0,0,/cricketers/ibrahim-hassan-746429,maldives vs qatar
Ameel Mauroof,3,0,15,0,5,0,0,/cricketers/ameel-mauroof-625883,maldives vs qatar
Umar Adam,2,0,21,0,10.5,0,0,/cricketers/umar-adam-746439,maldives vs qatar
Mohamed Mahfooz,3.5,0,25,0,6.52,0,0,/cricketers/mohamed-mahfooz-386993,maldives vs qatar
Ibrahim Rizan,1,0,17,0,17,0,0,/cricketers/ibrahim-rizan-1143567,maldives vs qatar
Ibrahim Nashath,1,0,17,0,17,0,0,/cricketers/ibrahim-nashath-522743,maldives vs qatar
Ahmed Hassan,1,0,8,1,8,0,0,/cricketers/ahmed-hassan-387120,maldives vs qatar
Imran Ali,4,0,36,1,9,0,0,/cricketers/imran-ali-40611,bahrain vs kuwait
Wasantha Kumaranayaka,4,0,45,0,11.25,2,0,/cricketers/wasantha-kumaranayaka-1172132,bahrain vs kuwait
Muhammad Kashif,3,0,25,1,8.33,1,0,/cricketers/muhammad-kashif-1093661,bahrain vs kuwait
Mohammed Asghar,3,0,17,0,5.66,1,0,/cricketers/mohammed-asghar-542880,bahrain vs kuwait
Arjun Makesh,2,0,33,0,16.5,0,0,/cricketers/arjun-makesh-1143539,bahrain vs kuwait
Jandu Hamoud,3,0,12,0,4,0,0,/cricketers/jandu-hamoud-796265,bahrain vs kuwait
Morshed Mostafa Sarwar,1,0,19,0,19,2,0,/cricketers/morshed-mostafa-sarwar-633686,bahrain vs kuwait
Imran Anwar,4,0,36,1,9,0,0,/cricketers/imran-anwar-1143529,bahrain vs kuwait
Qasim Zia,3,0,26,0,8.66,0,0,/cricketers/qasim-zia-1172122,bahrain vs kuwait
Tahir Dar,4,0,43,0,10.75,0,0,/cricketers/tahir-dar-362524,bahrain vs kuwait
Sarfaraz Ali,1,0,12,0,12,0,0,/cricketers/sarfaraz-ali-1172124,bahrain vs kuwait
Anasim Khan,4,0,36,0,9,1,0,/cricketers/anasim-khan-554063,bahrain vs kuwait
Muhammad Rafique,3,0,32,1,10.66,1,0,/cricketers/muhammad-rafique-1172351,bahrain vs kuwait
Ammad Uddin,0.1,0,1,0,6,0,0,/cricketers/ammad-uddin-1172123,bahrain vs kuwait
Wasantha Kumaranayaka,4,0,31,1,7.75,1,0,/cricketers/wasantha-kumaranayaka-1172132,kuwait vs qatar
Fiaz Ahmad,2,0,26,0,13,2,1,/cricketers/fiaz-ahmad-747909,kuwait vs qatar
Imran Ali,4,0,26,3,6.5,1,0,/cricketers/imran-ali-40611,kuwait vs qatar
Muhammad Kashif,4,0,25,0,6.25,1,0,/cricketers/muhammad-kashif-1093661,kuwait vs qatar
Arjun Makesh,3,0,19,1,6.33,0,0,/cricketers/arjun-makesh-1143539,kuwait vs qatar
Morshed Mostafa Sarwar,3,0,26,1,8.66,1,0,/cricketers/morshed-mostafa-sarwar-633686,kuwait vs qatar
Awais Malik,3,0,21,1,7,0,0,/cricketers/awais-malik-1058212,kuwait vs qatar
Tamoor Sajjad,4,0,23,1,5.75,0,0,/cricketers/tamoor-sajjad-307619,kuwait vs qatar
Mohammed Nadeem,3,0,19,0,6.33,0,0,/cricketers/mohammed-nadeem-1058213,kuwait vs qatar
Muhammad Tanveer,3,0,29,1,9.66,0,0,/cricketers/muhammad-tanveer-1093669,kuwait vs qatar
Iqbal Hussain,4,0,30,1,7.5,2,1,/cricketers/iqbal-hussain-307617,kuwait vs qatar
Inam-ul-Haq,2,0,16,0,8,0,0,/cricketers/inam-ul-haq-40630,kuwait vs qatar
Nouman Sarwar,1,0,14,0,14,0,0,/cricketers/nouman-sarwar-1058211,kuwait vs qatar
Ibrarul Haq,4,0,28,3,7,0,0,/cricketers/ibrarul-haq-749499,maldives vs saudi
Ibrahim Khan,2,0,17,0,8.5,2,0,/cricketers/ibrahim-khan-1172237,maldives vs saudi
Mohammad Adnan,4,0,11,0,2.75,1,0,/cricketers/mohammad-adnan-522767,maldives vs saudi
Abdul Wahid,4,0,21,2,5.25,3,0,/cricketers/abdul-wahid-1172281,maldives vs saudi
Usman Ali,4,0,30,1,7.5,1,0,/cricketers/usman-ali-1143517,maldives vs saudi
Shoaib Ali,2,0,25,0,12.5,0,0,/cricketers/shoaib-ali-436997,maldives vs saudi
Ibrahim Hassan,4,0,26,2,6.5,0,1,/cricketers/ibrahim-hassan-746429,maldives vs saudi
Mihusan Hamid,3,0,29,0,9.66,0,0,/cricketers/mihusan-hamid-388127,maldives vs saudi
Ameel Mauroof,2,0,29,0,14.5,0,0,/cricketers/ameel-mauroof-625883,maldives vs saudi
Mohamed Mahfooz,4,0,23,1,5.75,0,0,/cricketers/mohamed-mahfooz-386993,maldives vs saudi
Ahmed Hassan,2,0,22,1,11,3,0,/cricketers/ahmed-hassan-387120,maldives vs saudi
Umar Adam,2,0,11,0,5.5,0,0,/cricketers/umar-adam-746439,maldives vs saudi
Imran Anwar,4,0,24,2,6,0,1,/cricketers/imran-anwar-1143529,bahrain vs maldives
Qasim Zia,3,0,25,0,8.33,1,0,/cricketers/qasim-zia-1172122,bahrain vs maldives
Anasim Khan,4,0,23,0,5.75,0,0,/cricketers/anasim-khan-554063,bahrain vs maldives
Tahir Dar,4,0,21,1,5.25,0,0,/cricketers/tahir-dar-362524,bahrain vs maldives
Sarfaraz Ali,3,0,28,0,9.33,0,0,/cricketers/sarfaraz-ali-1172124,bahrain vs maldives
Babar Ali,2,0,19,1,9.5,0,0,/cricketers/babar-ali-39962,bahrain vs maldives
Ibrahim Hassan,3.4,0,24,5,6.54,1,0,/cricketers/ibrahim-hassan-746429,bahrain vs maldives
Shafee Saeed,2,0,20,0,10,1,0,/cricketers/shafee-saeed-522824,bahrain vs maldives
Ameel Mauroof,4,0,29,2,7.25,3,0,/cricketers/ameel-mauroof-625883,bahrain vs maldives
Mohamed Mahfooz,4,0,24,1,6,0,0,/cricketers/mohamed-mahfooz-386993,bahrain vs maldives
Ibrahim Nashath,3,0,31,0,10.33,0,0,/cricketers/ibrahim-nashath-522743,bahrain vs maldives
Ahmed Hassan,2,0,13,0,6.5,2,0,/cricketers/ahmed-hassan-387120,bahrain vs maldives
Awais Malik,2,0,16,0,8,0,0,/cricketers/awais-malik-1058212,qatar vs saudi
Nouman Sarwar,2,1,16,2,8,0,0,/cricketers/nouman-sarwar-1058211,qatar vs saudi
Tamoor Sajjad,4,1,11,3,2.75,0,0,/cricketers/tamoor-sajjad-307619,qatar vs saudi
Inam-ul-Haq,4,1,13,1,3.25,0,0,/cricketers/inam-ul-haq-40630,qatar vs saudi
Mohammed Nadeem,4,0,43,1,10.75,1,0,/cricketers/mohammed-nadeem-1058213,qatar vs saudi
Iqbal Hussain,4,0,26,3,6.5,0,0,/cricketers/iqbal-hussain-307617,qatar vs saudi
Ibrarul Haq,2,0,23,1,11.5,0,0,/cricketers/ibrarul-haq-749499,qatar vs saudi
Abdul Wahid,1,0,8,0,8,1,0,/cricketers/abdul-wahid-1172281,qatar vs saudi
Usman Ali,3,0,21,1,7,0,0,/cricketers/usman-ali-1143517,qatar vs saudi
Shoaib Ali,3.3,0,31,0,8.85,0,0,/cricketers/shoaib-ali-436997,qatar vs saudi
Muhammad Nadeem,3,0,16,3,5.33,0,0,/cricketers/muhammad-nadeem-1172139,qatar vs saudi
Mohammad Adnan,1,0,7,0,7,1,0,/cricketers/mohammad-adnan-522767,qatar vs saudi
Faisal Khan,2,0,21,1,10.5,1,0,/cricketers/faisal-khan-794749,qatar vs saudi
Ibrarul Haq,3,0,27,1,9,5,0,/cricketers/ibrarul-haq-749499,bahrain vs saudi
Abdul Wahid,4,0,35,1,8.75,4,0,/cricketers/abdul-wahid-1172281,bahrain vs saudi
Mohammad Adnan,4,0,42,0,10.5,5,0,/cricketers/mohammad-adnan-522767,bahrain vs saudi
Usman Ali,4,0,24,1,6,0,0,/cricketers/usman-ali-1143517,bahrain vs saudi
Shoaib Ali,4,0,29,0,7.25,1,0,/cricketers/shoaib-ali-436997,bahrain vs saudi
Muhammad Naeem,1,0,13,0,13,0,0,/cricketers/muhammad-naeem-1172140,bahrain vs saudi
Imran Anwar,4,0,27,1,6.75,0,0,/cricketers/imran-anwar-1143529,bahrain vs saudi
Qasim Zia,3,0,17,1,5.66,2,0,/cricketers/qasim-zia-1172122,bahrain vs saudi
Anasim Khan,3,0,20,0,6.66,1,0,/cricketers/anasim-khan-554063,bahrain vs saudi
Sarfaraz Ali,4,0,20,2,5,0,0,/cricketers/sarfaraz-ali-1172124,bahrain vs saudi
Tahir Dar,3,0,31,2,10.33,0,0,/cricketers/tahir-dar-362524,bahrain vs saudi
Babar Ali,3,0,18,2,6,0,0,/cricketers/babar-ali-39962,bahrain vs saudi
Imran Ali,3,0,16,3,5.33,1,0,/cricketers/imran-ali-40611,kuwait vs maldives
Fiaz Ahmad,2,0,17,0,8.5,0,0,/cricketers/fiaz-ahmad-747909,kuwait vs maldives
Arjun Makesh,3,1,7,0,2.33,0,0,/cricketers/arjun-makesh-1143539,kuwait vs maldives
Wasantha Kumaranayaka,4,0,26,2,6.5,3,0,/cricketers/wasantha-kumaranayaka-1172132,kuwait vs maldives
Muhammad Kashif,4,1,13,1,3.25,1,0,/cricketers/muhammad-kashif-1093661,kuwait vs maldives
Morshed Mostafa Sarwar,2.4,0,13,2,4.87,0,0,/cricketers/morshed-mostafa-sarwar-633686,kuwait vs maldives
Ibrahim Hassan,2,0,17,1,8.5,0,0,/cricketers/ibrahim-hassan-746429,kuwait vs maldives
Shafee Saeed,2,0,22,0,11,0,0,/cricketers/shafee-saeed-522824,kuwait vs maldives
Mohamed Mahfooz,2,0,27,0,13.5,0,0,/cricketers/mohamed-mahfooz-386993,kuwait vs maldives
Ameel Mauroof,3,0,11,1,3.66,0,0,/cricketers/ameel-mauroof-625883,kuwait vs maldives
Ahmed Hassan,1.3,0,26,0,17.33,1,0,/cricketers/ahmed-hassan-387120,kuwait vs maldives
Lasith Malinga,4,0,24,2,6,1,0,/cricketers/lasith-malinga-49758,new-zealand vs sri-lanka
Kasun Rajitha,4,0,44,3,11,1,0,/cricketers/kasun-rajitha-499594,new-zealand vs sri-lanka
Thisara Perera,4,0,42,1,10.5,1,0,/cricketers/thisara-perera-233514,new-zealand vs sri-lanka
Lahiru Kumara,4,0,24,0,6,1,1,/cricketers/lahiru-kumara-784375,new-zealand vs sri-lanka
